"orders_bike_id","order_no","bike_id","plate_no","take_latitude","take_longitude","return_latitude","return_longitude","take_gps_time","return_gps_time","take_address_bike","return_address_bike","imei","take_mileage","return_mileage","order_mileage","return_mode","dynamic_activity_level","create_time","modify_time"
"5112117","619106530725952220","64082","201009357","0","0","0","0",,,,,"880817100900711","0","0","0","2","0","1/7/2019 00:04:11","1/7/2019 00:04:11"
"5112118","619106553650122230","75418","729751","0","0","0","0",,,,,"868183036778269","0","0","0","2","0","1/7/2019 00:04:13","1/7/2019 00:04:13"
"5112119","619106548604731420","37207","720920","34.881002","110.447558","34.879051","110.449913","30/6/2019 23:49:33","1/7/2019 00:05:40","城北街道舜都大道","城北街道涑水东街60","868183035194948","501.8117","502.1997","0.39","2","0","1/7/2019 00:04:13","1/7/2019 00:05:47"
"5112120","619106613775982220","27838","711896","29.593035","106.551919","29.596115","106.549758","30/6/2019 23:56:48","1/7/2019 00:21:50","龙塔街道堂丸一本草康肤馆星城汇","龙塔街道天江南路公园置尚","867190038828381","1473.9925","1476.2756","2.28","2","0","1/7/2019 00:04:19","1/7/2019 00:21:56"
"5112121","619106698446360270","53312","106488541","32.000919","119.600211","31.989186","119.611228","1/7/2019 00:03:31","1/7/2019 00:14:00","经济技术开发区玉泉路124新欣市场","经济技术开发区普善路御河熙岸·幸福家","352544073761091","1871.159","1873.591","2.43","2","0","1/7/2019 00:04:29","1/7/2019 00:14:08"
"5112122","619106718290222230","80570","502851","23.679","113.04802","23.663429","113.065204","30/6/2019 23:52:38","1/7/2019 00:18:14","洲心街道人民二路33号万福国际广场","洲心街道凤翔大道71","868183038788506","535.7702","539.3939","3.62","2","0","1/7/2019 00:04:29","1/7/2019 00:18:22"
"5112123","619106719806042220","71144","725238","34.541169","113.37908","34.534075","113.391605","30/6/2019 23:51:56","1/7/2019 00:14:46","青屏街街道开阳路694号","新华路街道民康路126号","868183038755943","1156.7695","1159.0109","2.24","2","0","1/7/2019 00:04:30","1/7/2019 00:14:49"
"5112124","619106722916370270","77873","729164","39.933445","116.443877","39.901427","116.415985","1/7/2019 00:02:19","1/7/2019 00:30:38","三里屯街道工人体育场西路","东华门街道崇文门西大街1-3号北京新侨诺富特酒店","868183037903015","2905.9244","2912.3735","6.45","2","0","1/7/2019 00:04:32","1/7/2019 00:30:45"
"5112125","619106780238331640","4184","932830","35.105008","118.296527","35.117971","118.301125","30/6/2019 23:52:55","1/7/2019 00:10:56","兰山街道工业大道7-3号御园·精装公寓","兰山街道琅琊王路景泰宾馆","865067026101595","398.5893","400.6534","2.06","2","0","1/7/2019 00:04:35","1/7/2019 00:11:04"
"5112126","619106783286390270","77257","202001118","23.055559","112.471411","23.058006","112.447893","1/7/2019 00:03:14","1/7/2019 00:25:37","城东街道必胜客(星湖店)星湖国际广场","城西街道邦健医药(黄塘店)黄塘花园","880818090402915","1693.428","1696.592","3.16","2","0","1/7/2019 00:04:38","1/7/2019 00:25:40"
"5112127","619106894438381640","34411","601714","23.708078","113.027517","23.722596","113.042911","30/6/2019 23:58:40","1/7/2019 00:17:31","凤城街道城中路西侧A栋","东城街道御峰路华南师范大学附属清城小学","880817102000190","194.727","198.005","3.28","2","0","1/7/2019 00:04:46","1/7/2019 00:17:21"
"5112128","619106877016450270","58437","201003918","32.407796","120.546625","32.386776","120.551313","1/7/2019 00:03:27","1/7/2019 00:13:56","经济开发区益寿北路76亿丰如皋国际商贸城(益寿北路)","经济开发区中山西路9-103号金鹰大厦(中山西路)","860209023032200","1953.74","1956.35","2.61","2","0","1/7/2019 00:04:47","1/7/2019 00:14:02"
"5112129","619106993096480270","42176","106496872","34.169337","113.489749","34.156314","113.512399","30/6/2019 23:55:50","1/7/2019 00:15:13","钧台街道药城路森源壹号公馆","郭连镇祥云大道禹州森林植物园","868183039116038","2058.5395","2061.1421","2.6","2","0","1/7/2019 00:04:59","1/7/2019 00:15:23"
"5112130","619107094154901420","83403","935002","34.794737","117.268151","34.814275","117.26054","30/6/2019 23:58:03","1/7/2019 00:16:36","临城街道枣庄银行(薛城永兴支行)燕山C区","临城街道铁锅炖鸡鱼排骨怡然花苑","865067026176035","563.1713","566.0218","2.85","2","0","1/7/2019 00:05:08","1/7/2019 00:16:43"
"5112131","619107117078451640","68541","201012542","23.056214","112.487728","23.046821","112.477418","30/6/2019 23:50:20","1/7/2019 00:17:02","城东街道和平路四巷升华花苑","城东街道柑园南路19端州商幼","868183035268254","2176.7875","2178.9883","2.2","2","0","1/7/2019 00:05:09","1/7/2019 00:17:09"
"5112132","619107206726202220","43089","106497823","34.148922","113.488738","34.156767","113.470068","30/6/2019 23:57:10","1/7/2019 00:14:06","颍川街道爱加爱教育特色商业区","夏都街道赵坑街18号","868183039136101","1279.2853","1281.3305","2.05","2","0","1/7/2019 00:05:18","1/7/2019 00:14:17"
"5112133","619107232904951420","33842","600537","0","0","0","0",,,,,"880817102001525","0","0","0","2","0","1/7/2019 00:05:22","1/7/2019 00:05:22"
"5112134","619107266400372230","18771","700619","0","0","0","0",,,,,"867010032434962","0","0","0","2","0","1/7/2019 00:05:24","1/7/2019 00:05:24"
"5112135","619107452168601640","40717","720354","34.54157","113.402285","34.536015","113.352245","1/7/2019 00:05:09","1/7/2019 00:29:19","青屏街街道溱水路中强·向阳花","西大街街道御景天城郑州承誉德大酒店","868183038789314","1107.5491","1112.9221","5.37","2","0","1/7/2019 00:05:42","1/7/2019 00:29:28"
"5112136","619107546046670270","53738","106489168","32.790834","118.003123","32.776198","117.990016","1/7/2019 00:05:40","1/7/2019 05:05:09","明光街道明珠路89","明光街道广场路2号中都商厦","352544073743529","1293.483","1296.165","2.682","2","0","1/7/2019 00:05:54","1/7/2019 05:06:00"
"5112137","619107579526332220","41856","106497191","31.302581","117.924225","31.287098","117.935409","30/6/2019 23:56:55","1/7/2019 00:19:18","无城镇金塔东路晏公花园","无城镇中俊·理想城","868183039126078","1369.3384","1372.1833","2.84","2","0","1/7/2019 00:05:55","1/7/2019 00:19:25"
"5112138","619107594916342220","32285","712818","29.515941","106.64993","0","0","30/6/2019 23:54:16",,"天文街道天文大道129号城南家园四组团",,"868183032401643","1393.8985","0","0","2","0","1/7/2019 00:05:57","1/7/2019 00:05:57"
"5112139","619107616518671640","76522","300000232","34.193086","119.58868","34.17853","119.587267","30/6/2019 23:55:40","1/7/2019 00:12:28","响水镇东园路","响水镇水岸桃园","868183037928723","1068.4277","1070.5596","2.13","2","0","1/7/2019 00:05:59","1/7/2019 00:12:38"
"5112140","619107707428691640","31122","713344","29.506666","106.667383","29.504826","106.662971","30/6/2019 23:53:23","1/7/2019 00:09:30","长生桥镇长生四支路富翔花园","长生桥镇职工服务帮扶中心必茂小区","868183032397957","1578.8279","1579.6253","0.8","2","0","1/7/2019 00:06:08","1/7/2019 00:09:40"
"5112141","619107804116750270","89783","302000370","40.292222","97.039761","40.299906","97.051572","1/7/2019 00:06:18","1/7/2019 00:11:49","新市区街道玉苑东路玉苑东路6号隆福国际酒店","新市区街道昌盛路天昊花园","866039041769028","3837.2637","3839.1593","1.9","2","0","1/7/2019 00:06:20","1/7/2019 00:11:53"
"5112142","619107939176482220","87677","300100041","0","0","0","0",,,,,"866039041616104","0","0","0","2","0","1/7/2019 00:06:31","1/7/2019 00:06:31"
"5112143","619107942275211420","30798","716182","29.516029","106.649829","29.516017","106.649837","1/7/2019 00:02:30","1/7/2019 00:14:43","天文街道天文大道129号城南家园","天文街道天文大道129号城南家园四组团","868183032184058","2113.536","2114.8798","1.34","2","0","1/7/2019 00:06:32","1/7/2019 00:14:48"
"5112144","619108033195261420","4142","934924","35.167093","118.854571","35.17353","118.828274","1/7/2019 00:06:32","1/7/2019 00:32:04","十字路街道滨海电商产业园","十字路街道民主路第六小学","865067026247182","644.4966","647.8514","3.35","2","0","1/7/2019 00:06:42","1/7/2019 00:32:15"
"5112145","619108075465271420","61016","201006205","32.378376","120.560871","32.36871","120.565452","1/7/2019 00:06:32","1/7/2019 00:11:59","如城街道大司马路九天·丹桂园(宁海路)","如城街道惠政新村惠政新村A区","860209023073774","1904.223","1905.401","1.18","2","0","1/7/2019 00:06:46","1/7/2019 00:12:10"
"5112146","619108098716850270","84390","300003353","34.451781","113.032031","34.4607","113.0234","30/6/2019 23:55:22","1/7/2019 00:12:48","嵩阳街道洧河路","嵩阳街道人保公司家属楼","866039040425465","1857.9501","1859.7395","1.79","2","0","1/7/2019 00:06:49","1/7/2019 00:13:00"
"5112148","619108367836652220","78124","300000514","0","0","0","0",,,,,"868183037929531","0","0","0","2","0","1/7/2019 00:07:14","1/7/2019 00:07:14"
"5112147","619108366700782230","88349","958486","34.800751","117.289842","34.800457","117.289812","1/7/2019 00:07:06","1/7/2019 00:38:29","兴仁街道山东奥维线缆有限公司","兴仁街道山东奥维线缆有限公司","865067026262652","838.788","845.3904","6.6","2","0","1/7/2019 00:07:14","1/7/2019 00:38:38"
"5112149","619108585920802230","47332","106493598","35.076677","117.18081","35.064534","117.180459","30/6/2019 23:42:22","1/7/2019 00:13:28","龙泉街道文昌路第二中学","善南街道青啤大道荆善安居南区","866039040763741","84.0179","86.0035","1.99","2","0","1/7/2019 00:07:36","1/7/2019 00:13:37"
"5112150","619108659856792220","49608","106491482","35.105737","117.163126","35.101298","117.162333","1/7/2019 00:02:25","1/7/2019 00:13:08","北辛街道善国北路107号","北辛街道善国北路358滕州华澳小学","352544073673544","816.561","817.133","0.57","2","0","1/7/2019 00:07:44","1/7/2019 00:13:12"
"5112151","619108666868991640","24428","959850","34.794607","117.268252","34.781294","117.263629","30/6/2019 23:55:06","1/7/2019 00:14:01","临城街道永兴路111燕山C区","常庄镇永福南路254","865067026237621","1788.1397","1790.1017","1.96","2","0","1/7/2019 00:07:44","1/7/2019 00:14:13"
"5112152","619108682070852230","25986","702960","29.620356","106.332111","29.623914","106.345702","1/7/2019 00:09:00","1/7/2019 00:18:42","陈家桥街道陈青路","陈家桥街道叶家院子陈家桥安置区","867717038933025","969.8014","971.6471","1.85","2","0","1/7/2019 00:07:46","1/7/2019 00:18:51"
"5112153","619108731460872230","57666","201003084","32.393496","120.562831","0","0","1/7/2019 00:07:12",,"如城街道燕桥东河边31",,"860209023027382","1587.543","0","0","2","0","1/7/2019 00:07:51","1/7/2019 00:07:51"
"5112154","619108779340882230","57357","201002729","31.69879","118.508402","31.685147","118.530645","30/6/2019 23:59:42","1/7/2019 00:25:19","沙塘路街道新天地广场","湖东路街道中国邮政储蓄银行(国际华城支行)国际华城一村","860209023043272","1168.655","1172.5","3.85","2","0","1/7/2019 00:07:55","1/7/2019 00:25:29"
"5112155","619109116507160270","76918","202000465","23.044733","112.43624","23.049761","112.453768","1/7/2019 00:00:31","1/7/2019 00:25:44","城西街道厂排街","城西街道宋城二路维也纳酒店(七星岩牌坊店)","880818090401654","674.648","676.87","2.22","2","0","1/7/2019 00:08:31","1/7/2019 00:25:56"
"5112156","619109209291022230","78592","300000772","34.193969","119.587961","34.190884","119.580542","30/6/2019 23:59:17","1/7/2019 00:13:48","响水镇土地储备交易中心盛都华城","响水镇炫舞门","868183037958019","998.0578","999.1067","1.05","2","0","1/7/2019 00:08:38","1/7/2019 00:13:54"
"5112157","619109258171052230","76995","202000624","23.332534","112.724217","23.336196","112.721372","1/7/2019 00:08:38","1/7/2019 00:18:57","东城街道汇林路","东城街道商业大道骏马花园(卫民路)","880818090402102","875.863","876.531","0.67","2","0","1/7/2019 00:08:43","1/7/2019 00:22:40"
"5112158","619109285247052220","9556","922596","35.063004","118.336664","35.061976","118.340458","1/7/2019 00:02:02","1/7/2019 00:11:05","银雀山街道红旗路百丽广场","银雀山街道八一路3临沂人民广场(新华路)","865067026664204","374.4927","374.9751","0.48","2","0","1/7/2019 00:08:46","1/7/2019 00:11:13"
"5112159","619109297147062220","38216","720239","39.115935","117.202339","39.120773","117.201045","1/7/2019 00:03:36","1/7/2019 00:13:55","体育馆街道前明德里","小白楼街道贵都大厦","868183035197289","1943.9384","1944.7367","0.8","2","0","1/7/2019 00:08:47","1/7/2019 00:13:59"
"5112161","619109310505661420","33842","600537","0","0","0","0",,,,,"880817102001525","0","0","0","2","0","1/7/2019 00:08:49","1/7/2019 00:08:49"
"5112160","619109293847210270","29739","710489","29.475458","106.474954","29.464579","106.475171","1/7/2019 00:03:56","1/7/2019 00:15:07","春晖路街道翠柏路锦天康都","春晖路街道翠柏路重庆天安数码城云谷","867010032147481","1014.7625","1016.6435","1.88","2","0","1/7/2019 00:08:49","1/7/2019 00:15:17"
"5112162","619109343367240270","78124","300000514","0","0","0","0",,,,,"868183037929531","0","0","0","2","0","1/7/2019 00:08:54","1/7/2019 00:08:54"
"5112163","619109446537290270","29863","709865","29.470059","106.482521","29.460544","106.478458","1/7/2019 00:02:49","1/7/2019 00:20:17","春晖路街道秀水丽苑","春晖路街道松青路大渡口小学","867190038843554","805.2396","807.1214","1.88","2","0","1/7/2019 00:09:04","1/7/2019 00:20:27"
"5112164","619109484887122220","70120","726113","0","0","0","0",,,,,"868183034218482","0","0","0","2","0","1/7/2019 00:09:06","1/7/2019 00:09:06"
"5112165","619109469057300270","81971","300001170","0","0","0","0",,,,,"868183038765462","0","0","0","2","0","1/7/2019 00:09:06","1/7/2019 00:09:06"
"5112166","619109556831142230","84686","300003777","0","0","0","0",,,,,"866039040401912","0","0","0","2","0","1/7/2019 00:09:13","1/7/2019 00:09:13"
"5112167","619109708397192220","78124","300000514","0","0","0","0",,,,,"868183037929531","0","0","0","2","0","1/7/2019 00:09:28","1/7/2019 00:09:28"
"5112168","619109838901232230","85090","300003831","34.417782","112.433396","34.411555","112.432934","1/7/2019 00:08:15","1/7/2019 00:13:12","城关镇人民东路63","城关镇伊龙大道119号","866039040407463","2041.181","2042.197","1.02","2","0","1/7/2019 00:09:41","1/7/2019 00:13:21"
"5112169","619110139407352220","39025","722624","39.138162","117.167211","39.125322","117.166205","1/7/2019 00:02:48","1/7/2019 00:17:06","广开街道永基花园永基花园(黄河道)","万兴街道兴华公寓兴华公寓(南丰路)","868183035241707","2461.2011","2462.8882","1.69","2","0","1/7/2019 00:10:11","1/7/2019 00:17:14"
"5112170","619110145685961420","81552","300001926","34.432429","112.426291","34.42816","112.435435","1/7/2019 00:10:12","1/7/2019 00:15:46","城关镇商都西路501号","城关镇广场西路杜康广场","868183038762923","2802.7002","2804.188","1.49","2","0","1/7/2019 00:10:13","1/7/2019 00:15:50"
"5112171","619110183525971420","63996","201009285","0","0","0","0",,,,,"868183032269289","0","0","0","2","0","1/7/2019 00:10:17","1/7/2019 00:10:17"
"5112172","619110254456001420","80483","502992","25.674602","114.310773","25.694781","114.310846","30/6/2019 23:53:57","1/7/2019 00:17:23","横水镇文竹路新世界购物公园","横水镇经济适用房","868183038747296","600.7403","603.1259","2.39","2","0","1/7/2019 00:10:24","1/7/2019 00:17:30"
